crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
56,2,0.228044892,-0.2563432118,0.1021519856,0.1214250773,0.448949363,-0.0081408709,-0.2087278001,0.2044518845,-0.212481397,0.1758594419,0.0660044405,0.2705891938,-0.2537387171,-0.2086898592,-0.3848408158,0.0885437988,-0.0374195006,-0.010241649,0.5054276571,0.1724107476,0.242295691,0.1888616294,0.029623579,-0.1839518702,-0.2444250104,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
57,4,0.2280410806,0.2715158053,-0.023761664,-0.4153840871,0.1520128598,0.4056485073,0.0503723109,-0.1400384892,0.1372378209,-0.3026314096,0.1021620822,-0.1215376266,-0.0033523911,-0.1927326607,-0.0328366062,0.3330702027,-0.4869456492,0.1328545349,-0.0065788006,-0.1210207708,-0.4076569563,-0.2796422438,-0.4891322818,-0.3228869874,-0.0240666034,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
58,1,0.2280303484,0.0347270486,0.4741993733,-0.0639095427,-0.3778386194,-0.2974695159,-0.0554974787,0.2615635063,0.1804328924,-0.3289337594,0.3953249228,-0.003703035,0.2095267379,-0.1828257005,0.1294026115,0.3205102932,-0.3606166121,0.2475953619,-0.0824937077,0.0175050413,-0.0708655045,-0.0369133138,-0.1602858703,0.0473272459,-0.4399173147,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
59,3,0.2280160735,0.1059970405,0.426880123,0.0762464719,0.4601207309,0.2234896542,-0.1267166977,-0.1518538371,-0.3664386141,-0.2862340037,-0.107936059,0.1800832417,-0.2663815314,0.1319942534,-0.0349196747,0.0563761336,0.4734623913,-0.3246849295,-0.0296525931,0.1872241153,-0.112184554,-0.4545977001,-0.2782473662,-0.0669074369,0.2529567467,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
60,4,0.2280082549,0.2460668524,0.1355182112,0.133648566,-0.0680404644,0.4532156709,0.2593719003,-0.1042654927,0.0635148987,-0.5247806741,-0.0176308052,0.3519990174,-0.1824030567,-0.3169790626,-0.2618644003,-0.1336333165,-0.0153050171,-0.1669336127,0.5061176464,-0.2704753109,0.0494944033,0.1962820572,0.1373033029,-0.2227473238,-0.1266731362,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1
61,3,0.2280034651,-0.4413806333,-0.0045772896,0.0792480083,-0.2037315749,0.3052457697,-0.2687910182,-0.035081095,-0.2064368655,0.1252449356,-0.1534193599,-0.2437474746,-0.3135560473,-0.2365244725,0.0905870369,0.4753793311,0.061993836,0.0404208584,-0.5977880548,0.2119098944,0.1405905786,-0.1789402028,-0.0314559674,0.3383633188,0.1521206995,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1
62,2,0.2279849203,-0.0200802526,-0.4554350788,0.1608316031,-0.2323855859,0.2148759227,-0.2270672864,0.2938495539,0.3019775883,-0.1673520028,-0.3206761759,-0.0708745793,0.1171131161,0.2138108764,-0.0723880606,0.0803429881,0.025939056,0.002968363,-0.5373446801,-0.0268078889,0.2165456395,0.477480597,-0.080006421,-0.3587312422,-0.2807176217,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
63,3,0.2279331253,-0.2238165205,-0.0431097724,0.07355527,0.0392869091,-0.4381159582,0.0463572536,-0.0043493704,0.2407710047,-0.2742614154,0.4483117781,0.2020962644,-0.2366291478,0.267910058,-0.0473345,0.0996052222,-0.1958550883,-0.1627454194,-0.3654430685,-0.4160141404,-0.4542164398,0.0303645314,-0.1408234551,0.2600370537,0.4037494959,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
64,3,0.2279231272,0.2628376436,0.3260170225,0.2550045101,0.006738891,0.0985111661,-0.079027281,-0.3842960095,-0.4529231216,0.0694952409,0.2865463798,-0.2142307422,0.2755947873,-0.369597936,0.0681152044,0.176398806,0.3511269685,-0.1394465549,-0.259495513,0.0520092178,-0.4181496637,-0.0578796508,-0.1259940711,-0.1845981708,0.4672405407,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
65,3,0.2278947422,0.2183813428,-0.0760534901,0.2323028402,-0.066288146,-0.3137135125,-0.1298416028,-0.292384054,-0.0682080756,0.2633343821,0.2353356142,0.0431314517,-0.2073010237,0.0670089592,0.3437788915,0.1397219079,-0.020460959,0.1613297538,0.5481400539,0.0224272507,-0.1659910757,-0.5518033506,-0.2096739422,0.1187011998,-0.1440573389,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
66,3,0.2278876256,-0.1844346096,-0.1158686471,0.1662658354,0.0914603589,-0.3170713577,-0.236053354,0.0825233925,0.2258151191,-0.1583954275,-0.1563752996,0.4222920329,0.1763512185,0.3971741074,-0.0675974966,-0.0079459531,0.4345584638,0.4782472092,-0.01669,0.1942328273,-0.3215014473,0.3147825744,0.1619515276,0.1329654945,0.3269807807,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
67,2,0.2278568065,-0.0655542555,0.1597650925,-0.3882333177,0.4242186621,0.18218434,0.2249084242,0.0012831905,0.1376090347,0.3886567868,-0.488489727,0.1151897873,-0.224484955,-0.2143938313,0.4418926131,0.1267983836,-0.2471350361,-0.1048030258,0.0933608764,0.1828639712,0.4021771531,-0.0929374073,0.1501227663,-0.1445184859,-0.1263749145,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
68,4,0.2278558966,-0.0548351597,0.10918403,0.1394947472,-0.2801418031,0.3534159511,-0.1977483188,0.3842237693,0.2142116856,0.0772879375,0.1175580149,-0.4311558695,-0.2534151229,0.124339113,0.033034687,-0.2725381353,0.4069466806,-0.2401199168,0.1044854211,0.0071489865,-0.442016196,0.1885861649,-0.2675125249,-0.1912298392,-0.2106434261,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
69,2,0.2278523688,0.2595102815,-0.2954990883,0.2022222082,-0.1230327397,0.2012520157,0.1752941574,-0.2850746146,-0.214562507,0.2675303833,0.4215521563,0.1203154345,0.1099859822,-0.0179979851,-0.0019647599,0.5694228804,0.1544755268,-0.0922823126,-0.1919065149,-0.0627705981,-0.4912176587,-0.1555538154,-0.3007518602,-0.1030294138,-0.1740366003,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
70,4,0.227848407,-0.2604796991,-0.3323144139,0.0726750435,0.037822303,-0.2625909827,-0.264688504,0.1190193154,0.2070330373,-0.1967207602,0.3279588067,0.477019521,0.1165291767,-0.2677457947,0.1550682021,0.0385917807,-0.0252381436,0.3468398554,0.3733652243,0.0236544002,-0.1038081526,0.4201143249,0.3386096633,-0.0680303904,0.0927266033,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
71,3,0.2278463407,0.0166441894,-0.0743353922,0.4597499239,0.339114455,0.1739612837,0.1505244736,0.0272615311,0.4198953867,-0.2175578113,-0.3860935077,-0.3680709912,0.1471693036,0.085196066,-0.453409444,0.2163174515,-0.1057475966,-0.1513319643,-0.1393375625,-0.208441303,0.2136490286,0.1134443545,0.3494107821,-0.1595796082,-0.1597984185,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
72,4,0.2278368706,-0.2109167459,0.2074494704,-0.3324314026,-0.4373601795,0.4788697123,0.0092325787,-0.1453158079,-0.2897763331,-0.3857140634,-0.0364971518,-0.309637351,0.0563295979,0.2665540224,-0.1141424352,-0.3011295779,-0.4267659526,-0.0661724733,0.0324641922,0.2189802189,0.3365837418,-0.2539999161,-0.0258811391,0.1453320496,0.0793231465,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
73,4,0.2278087499,0.1065912275,0.1754296804,0.1983672987,0.3923304791,-0.178540096,0.2813876623,0.3374546822,-0.074765221,-0.1588471936,-0.3398602846,-0.4203955807,-0.0665433643,-0.2195373251,0.0173212471,-0.1054495641,0.1578107016,-0.4902363338,-0.1068943226,-0.1172762509,-0.214242592,0.2733751543,-0.4433048474,0.2421694512,0.2215958519,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0
74,4,0.2277998835,0.4223368239,0.0924978283,-0.1758399738,0.0854444473,0.3546947519,0.1381360465,0.1333605843,-0.133763394,-0.4840115774,0.3786349355,-0.3197499259,0.0131391765,-0.1143193318,0.1167538988,-0.1951052035,-0.325226945,-0.0676058294,0.3558991805,0.1288603045,-0.0340544144,0.3717175288,-0.166875433,-0.2944447084,-0.0060953904,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
75,3,0.2277672225,-0.1580060649,0.1467264044,0.479429504,-0.1342406903,-0.4379156981,0.2938906746,-0.4377024886,0.3080168264,-0.0173114328,0.1251479377,-0.1176573028,0.0998192117,-0.1660453721,0.0337935796,-0.4013144887,-0.1703287595,-0.3506269596,-0.156949736,-0.4214195821,-0.1178666614,0.1435293383,0.0939341128,0.2801828698,-0.1198635735,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
76,5,0.227763411,0.0284592388,-0.4162104623,0.264456881,-0.2215449024,0.3999199055,-0.2303567803,0.0384127234,0.1510866742,0.1224222174,-0.2156322228,-0.1726848679,-0.0728669516,0.0684103902,0.0653964639,-0.3377098466,0.3270822462,-0.1833171135,0.0112974982,-0.1763131601,-0.0767014664,0.4887482156,-0.4139860765,0.1534977249,0.175659406,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
77,3,0.2277501755,-0.3523535415,-0.3392419209,-0.1813825863,0.4754014638,0.2513212821,-0.0805176232,0.0127696147,0.2274655418,-0.0922117958,-0.2729954118,-0.0119393929,-0.4880679758,0.191379573,0.021376272,-0.4570491094,0.123571752,-0.3418209925,-0.1906463762,-0.0209459214,-0.1312258322,0.1865072931,0.4337396803,-0.1065954769,0.1981227529,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
78,3,0.227722148,0.403641459,-0.1139545142,0.2619804903,0.1260518153,0.1266085911,-0.1103113205,0.157887043,-0.3887653929,-0.0877615444,0.0037510562,-0.1487530848,0.4771693195,-0.2789115338,-0.3485718498,0.0347986018,-0.2669313447,0.1649605203,0.1166751819,0.4748662443,-0.1180499168,-0.2712467588,-0.1083087739,-0.0692318037,-0.4481739566,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
79,4,0.2277094421,-0.0990028516,0.3791330939,-0.0739522345,-0.0914477898,-0.0834784156,-0.0577070485,-0.3469235819,0.1901567363,0.3255716255,0.1765675758,0.1442493099,-0.4071175762,0.3281932194,-0.2358147552,0.0323008576,0.0247298453,-0.0668617947,0.3823304557,-0.3955602272,-0.0106571662,-0.3887947274,0.3170692301,0.2192893168,0.0195376038,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
80,3,0.2276859827,0.4276315361,0.3893188029,0.0446148016,0.4059020279,-0.0875942219,0.0028252242,-0.3410970348,0.0925342174,0.3409866571,0.0734485679,0.2781431379,0.3083534339,-0.1674953608,0.0497754469,-0.0778185161,0.1988354963,0.1401443445,-0.3327671233,-0.1803535515,-0.4051527662,-0.0623713591,0.1133415867,-0.1743135268,0.3408367288,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
81,4,0.2276755324,0.0213305415,-0.4045050314,0.0240694698,0.0931400682,-0.0249306391,-0.5855935137,-0.1532590707,0.1474163402,0.4169198671,0.0114432434,0.0638584626,0.0007037921,0.2451314268,-0.0985584285,0.4057463468,0.3875217074,0.1245067358,-0.2487583656,-0.4099628502,-0.0697394408,0.1098509253,-0.249318568,-0.1433197874,-0.3098203025,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
82,5,0.2276641285,0.1510494481,-0.0309610945,-0.337093819,-0.0983696619,0.1864942932,-0.01270965,-0.3455053191,0.0068795628,0.3803151733,-0.0795380827,-0.3082550739,0.0172683937,0.0071541418,-0.2661652282,0.4719757886,-0.4996542286,-0.255397528,-0.1501601744,0.2307792503,0.4152778031,0.2032600721,0.2552713399,-0.0378596676,0.1659721143,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
83,4,0.2276299035,-0.4595777751,-0.015787201,-0.2678375238,0.1830599297,0.0936874188,-0.0078971396,-0.0851960668,-0.2641833511,-0.341316715,-0.2701865316,-0.3247016062,0.0702383367,-0.0228909406,0.0002033147,0.3872059676,0.162141773,-0.4517247033,0.0052855712,-0.126198258,0.2836307449,-0.3746066589,-0.2489460292,0.2206671691,0.05924823,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
84,3,0.2276076419,-0.181634583,-0.4701552953,-0.2037057166,-0.2334249878,0.0703008856,-0.2602050852,0.0294064786,0.2849055993,0.1167431244,0.3930425124,0.3807278977,-0.1397873353,0.389672487,-0.1645221573,-0.1600872172,0.049997241,-0.1690890069,0.1429322969,-0.3917256911,0.1186251998,0.1638545836,-0.3713462564,-0.3355145055,0.1875771764,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
85,4,0.2275920507,-0.070060932,-0.2254756022,0.0908050895,-0.107998086,-0.1489961805,-0.5209045756,-0.3810321085,-0.0062753171,0.3536257097,-0.117506633,0.3456767238,0.2358264077,0.1609879315,0.1054677165,-0.1196361964,0.1587676941,0.0217679175,0.396910738,0.4374474944,-0.2343452291,0.0040158888,-0.2940823051,0.1138327046,-0.113833354,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
86,6,0.2275716001,-0.4278002245,-0.108635349,-0.3184342235,0.3221997755,-0.358635349,0.0351191671,-0.2322396562,0.0405429897,0.3017413586,-0.1244501847,-0.2798638104,-0.0030146839,0.2745402477,-0.0114022309,0.3254862865,-0.4754597523,0.2385977691,-0.0280671041,0.1255498153,-0.0298638104,-0.3565680745,0.0177603438,0.2905429897,-0.051812032,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1
87,4,0.2275403088,-0.1752631194,-0.1101865796,-0.3137052603,-0.3669097985,-0.347995033,0.0650011159,0.119125722,-0.3318272063,-0.0330445237,-0.3946433134,0.2584779901,-0.1618595013,0.36217191,-0.0874002629,-0.3301680495,-0.1040629532,0.0078717083,0.1716255356,0.0837575457,0.2368817602,-0.1738831127,0.3465649101,-0.0310956486,0.2217697546,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
88,4,0.2275373636,0.2230770964,-0.2291098,-0.3785749322,0.269777607,-0.3203630837,0.1443419395,0.0071656273,0.0140922663,-0.0177308084,-0.0207925327,0.4248339328,-0.2116447892,-0.4848092529,0.0345821845,-0.000154621,-0.0198176979,-0.0516402437,0.5207921798,-0.2592468174,-0.2020786548,-0.3167083172,-0.2443078662,-0.2919846683,0.2062580311,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
89,4,0.2275170896,-0.1931238058,0.3829130131,-0.2301404234,0.0034043771,0.4702967261,0.170854423,-0.4706026006,0.0935046687,0.1251449206,-0.1785586665,-0.130312166,-0.2267584907,-0.4100829378,-0.3563525255,0.093176461,0.2241722398,-0.3361432422,-0.1767835669,-0.0369367372,-0.0264287794,0.1930123748,0.1849610762,0.1372155367,-0.1689793448,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
90,4,0.2275122266,0.498705852,0.0062038349,-0.3229710704,-0.018855997,-0.0286807083,-0.3619021256,0.1883854167,0.2495113175,0.0136954849,0.2762286888,0.0726933757,0.4236542977,-0.2660449876,0.2522091625,0.0367818971,-0.177387976,0.0924075451,0.4534959845,-0.4797567462,-0.1434629249,0.1061946955,0.0703188867,-0.1879937465,0.0548885282,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
91,4,0.2275035948,-0.258988356,0.3790311136,-0.2138307845,-0.4142440316,-0.0366898978,-0.1133158182,0.1150920017,-0.0461674335,-0.1167762206,0.2116756108,0.3885086494,-0.2103703821,0.3206803668,0.2134776356,0.1952324408,-0.2259611309,0.2437481827,0.2193427068,0.0060872456,0.1288635803,-0.5223790435,0.0527287433,-0.4014069669,0.1606174716,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
92,4,0.2274838439,-0.0301479938,0.1246168791,-0.2062762272,-0.2376897097,-0.245128418,-0.0413203272,0.2235048799,-0.2334746384,-0.0861667685,-0.4913425834,0.1129630995,-0.1614297859,0.0204428784,0.0261721521,0.3556375813,-0.2374166505,0.3554094434,0.1764536906,0.2117194182,0.353316309,0.1038726454,0.4695789471,0.0240790177,0.2830565362,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
93,6,0.2274683682,-0.3025704473,-0.4019777908,-0.0002513278,-0.0785673017,0.3698410022,0.3474623884,-0.0238187314,-0.1709128173,0.3782727859,0.1090174226,0.3026410538,-0.0615163059,0.3883580622,0.0067946195,0.304125685,-0.1485477678,0.0016014031,-0.4281267402,-0.295082178,0.1003926004,-0.0089186758,0.0754551448,-0.1574224668,-0.0654953316,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
94,5,0.2274681921,-0.1564728565,0.4855084131,0.2238409233,-0.0457851171,-0.0247149525,-0.2481093987,0.1873892033,0.2210269463,0.0868170151,-0.4207218442,0.210989574,-0.1440279845,-0.3867575377,-0.2827060745,-0.0927211649,-0.1474408321,-0.0293079736,0.2662282442,0.1862242869,-0.2622798112,0.0628595518,0.4136795793,-0.0365878974,0.3858059311,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1
95,4,0.2274664299,-0.129042433,-0.2878666498,-0.3577346838,-0.0863709918,-0.2075958062,0.4505181471,-0.1152333402,0.2030398837,0.256845222,0.1515373255,-0.4459464623,0.1446546076,0.1728952272,-0.0500758653,-0.0784915735,-0.372897633,-0.053987837,-0.0531049907,0.1141180487,0.062888731,-0.5152388127,-0.1082133684,0.2898985897,-0.189663672,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1
96,5,0.2274581672,0.1609347911,-0.0834430189,-0.1924204416,-0.3220370864,-0.0484973311,-0.2310753799,0.4629448263,-0.3245605378,0.1423149051,0.2351446909,0.2917088017,0.0539590901,-0.2315996434,0.2385240328,0.1100824678,-0.0247844101,-0.4944187266,-0.2520544714,0.021934641,0.0274448172,0.4233152931,-0.0831348416,-0.3356998216,0.1702634277,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1
97,4,0.2274404483,-0.4218368728,-0.3866139423,-0.0360688612,0.2776339362,0.2628206572,-0.1215576096,-0.1355546443,-0.1252287473,-0.3964058201,0.0639161647,0.0242058522,0.2252122126,-0.2044561778,0.2205103378,-0.1089450509,-0.1534645303,0.4170815721,0.2980884023,-0.4898657172,-0.0538799592,0.2665477584,0.1319450091,-0.3085281309,-0.077404407,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
98,5,0.2274247256,-0.4587516624,0.0938046016,-0.2601958402,-0.2346162907,-0.1289901829,0.0804574395,0.2780515793,-0.1405202268,0.0360120482,0.2747908272,0.4478103939,-0.1573935182,-0.2373675212,0.440301358,-0.0657296913,0.0467157187,0.1765987077,0.2658104907,0.0011293298,0.0936656539,-0.2385040067,-0.0015781423,-0.2899430277,-0.4828911433,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1
99,5,0.2274149269,0.345859119,-0.3369977398,-0.107330263,0.2564595157,-0.0057724345,0.5008188884,0.0173261153,-0.3013943518,0.2051895925,-0.1805287685,0.028030441,-0.1515475594,0.0271236294,0.2441157765,0.1905895553,-0.3904321307,-0.1014994259,0.2305948525,0.1199046367,-0.0561725665,-0.4824853895,0.3970183337,0.172095661,-0.0640890785,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
100,5,0.2274009877,-0.0073651057,0.2666336907,-0.2381732856,0.2537929036,-0.0022003392,0.1149890767,0.0367473586,-0.3989680537,0.0669115122,0.3527681124,-0.2156428888,-0.2742294069,-0.1864756537,-0.1435442424,-0.3189093604,-0.44134036,-0.4351729141,0.0667399281,-0.4653958974,0.1936134335,-0.1949212932,-0.2312167841,-0.0354308441,0.120584175,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
101,5,0.2273998536,0.2720905442,-0.4885336096,0.1081271801,-0.3664692117,-0.0159176025,0.1549945214,-0.1954047009,-0.4272999879,0.0636477101,0.0155917656,0.2761496389,0.4751941708,0.1109758187,-0.0733149555,0.2002048013,0.3099668257,0.1806841879,-0.2016974405,-0.1587552198,0.1965348644,-0.1893332594,0.0614848795,-0.1988531685,-0.2341148932,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
102,4,0.2273865596,0.2887310705,-0.2527850424,-0.1973854026,0.0011685069,0.0043399682,0.1728444109,-0.2505907675,-0.4238413417,0.1981632576,0.4314476314,0.3217622285,-0.1236250592,-0.165263576,-0.2267209362,-0.202687595,-0.4526531143,-0.0187540765,0.1546457513,0.2619303728,-0.3615093707,0.2433858906,-0.0225144082,0.3489047616,-0.1230150367,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
103,4,0.2273767093,-0.291167425,-0.0360064503,0.3397164979,-0.3456225738,-0.1501528687,-0.1958983645,-0.0833646273,-0.4052718616,0.1746052476,-0.0445812996,0.1106632817,-0.5005811296,0.1700229433,-0.0439346244,0.2842903047,0.45379846,0.1952564115,0.0214980366,-0.0929115747,0.179948142,-0.011585735,0.200894986,-0.1163621357,-0.192357956,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
104,5,0.2273658468,0.1879373277,0.1100335732,0.4151217595,0.4938781549,-0.1592987792,0.0712653467,0.2040325897,-0.3921132633,-0.2251827442,-0.2874395279,0.1878930812,-0.1247366161,-0.0267690759,-0.077730473,-0.4590095295,-0.0748659475,0.4656200171,0.3089443954,-0.0515061497,-0.1518359806,0.0642091929,0.2274509838,0.1873190622,-0.0538487919,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
105,5,0.2273441616,0.4399714231,-0.2261945891,-0.1418892891,0.2066054994,0.0382805613,0.2134601687,-0.3403236038,0.0094650223,0.1882035169,-0.4179441996,0.1990117965,-0.2177380242,-0.0910248032,0.3844770189,0.1252942028,-0.0983205587,-0.0531230662,-0.5353195389,-0.014014766,-0.2503122362,-0.1343825913,0.1280590633,0.1743536905,-0.2132200771,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
106,4,0.2273312133,0.0902045235,0.1531602461,-0.231093583,0.0075957252,0.2061533405,0.3746274295,0.0069625145,-0.3315165423,0.29491682,0.0908377377,-0.3091698756,-0.1513829628,-0.1410434693,-0.0906517434,-0.5373581781,-0.2611562806,-0.0500346709,-0.0262147567,0.3472869707,-0.0438117024,0.2047885115,-0.2494867291,0.4031252881,-0.0612546793,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
107,5,0.2273141159,-0.2462173198,-0.0091437506,0.2870121419,0.0846755794,0.0434058943,0.5943153367,0.2745117518,-0.0329957959,-0.4139279821,0.3223486095,-0.1398196064,0.2280605281,-0.360555589,0.0330772981,-0.1509729864,-0.0155918984,-0.2475146875,-0.0563420245,-0.0014502915,0.2981515349,-0.0645677583,0.3528216088,0.3137132341,0.2199249189,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
108,5,0.2273131575,0.2693367193,0.0361319746,-0.4351167646,-0.4906659364,0.2945795486,-0.0576387219,-0.2472195163,0.0307701807,0.3061408801,0.181818466,0.0665041961,0.1600772724,-0.0812721301,0.2605551747,-0.2523799358,0.1687522651,-0.4273361861,0.0579392452,-0.476547036,-0.1593713306,-0.0372833201,-0.0746654136,-0.1939912018,-0.2469919583,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1
109,0,0.2273093178,0.3382920989,0.2630508717,0.0388336118,-0.4201989445,0.0215419151,-0.3027116301,-0.042121735,-0.1333293212,0.0300423368,0.185187672,-0.3606387282,-0.2914217094,0.1309011008,0.0893587751,-0.3265403518,-0.1132142554,0.3153305433,0.0481646359,-0.4181514702,-0.3686636126,-0.0694444918,0.3091578475,-0.0959729304,0.3161983694,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
110,4,0.2273009783,0.2280200087,0.2139027222,-0.3916260813,0.2642091931,-0.2603970257,0.3072023617,0.2724466706,0.147914922,0.1075115099,-0.026509053,-0.1327124109,-0.2441952661,-0.0209493775,0.4683437883,-0.0263056776,0.0284584606,-0.0304252216,0.6205671659,0.0145634103,0.3760156168,0.4174028863,-0.2759114806,0.140629278,0.1587901483,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
